temperature,rpm,pressure,vibration,operating_hours,failure,hdf,osf,twf,pwf,rnf,failure_type
75.2,1559,25.2,0.26,2644,0,0,0,0,0,0,Normal
76.3,1626,25.8,0.34,2734,0,0,0,0,0,0,Normal
74.1,1424,30.5,0.35,2707,0,0,0,0,0,0,Normal
75.0,1648,24.8,0.29,2732,0,0,0,0,0,0,Normal
74.4,1523,26.7,0.3,2796,0,0,0,0,0,0,Normal
73.0,1502,26.1,0.32,2777,0,0,0,0,0,0,Normal
70.9,1489,28.5,0.31,2914,0,0,0,0,0,0,Normal
74.8,1620,25.1,0.3,2840,0,0,0,0,0,0,Normal
74.5,1631,25.7,0.27,2990,0,0,0,0,0,0,Normal
73.1,1429,28.7,0.22,3012,0,0,0,0,0,0,Normal
71.8,1334,32.5,0.23,2987,1,0,0,0,1,0,Power Failure
75.1,1423,26.4,0.39,3047,0,0,0,0,0,0,Normal
73.6,1390,29.8,0.31,3117,0,0,0,0,0,0,Normal
74.8,1338,27.5,0.28,3180,0,0,0,0,0,0,Normal
76.9,1461,28.6,0.35,3329,0,0,0,0,0,0,Normal
70.9,1627,25.1,0.27,3344,0,0,0,0,0,0,Normal
72.9,1385,26.6,0.32,3434,0,0,0,0,0,0,Normal
73.7,1538,28.6,0.3,3508,0,0,0,0,0,0,Normal
76.4,1557,28.3,0.32,3555,0,0,0,0,0,0,Normal
71.8,1606,23.8,0.29,3539,0,0,0,0,0,0,Normal
77.4,1430,27.7,0.27,3542,0,0,0,0,0,0,Normal
74.7,1601,26.4,0.27,3659,0,0,0,0,0,0,Normal
74.4,1356,29.3,0.28,3657,0,0,0,0,0,0,Normal
74.6,1624,25.6,0.31,3820,0,0,0,0,0,0,Normal
74.3,1327,29.4,0.25,3829,0,0,0,0,0,0,Normal
76.7,1410,27.7,0.26,3834,0,0,0,0,0,0,Normal
73.6,1478,27.3,0.32,3887,0,0,0,0,0,0,Normal
75.9,1460,25.9,0.31,3909,0,0,0,0,0,0,Normal
74.7,1435,27.0,0.32,3919,0,0,0,0,0,0,Normal
74.0,1359,27.9,0.32,4000,0,0,0,0,0,0,Normal
78.9,1729,24.9,0.42,4058,0,0,0,0,0,0,Normal
75.5,1384,29.0,0.33,4205,0,0,0,0,0,0,Normal
76.2,1297,27.5,0.31,4169,0,0,0,0,0,0,Normal
77.4,1633,25.4,0.33,4267,0,0,0,0,0,0,Normal
73.5,1505,28.7,0.37,4240,0,0,0,0,0,0,Normal
78.3,1433,27.8,0.33,4296,0,0,0,0,0,0,Normal
72.0,1369,30.3,0.36,4285,1,0,1,0,0,0,Overstrain Failure
74.4,1475,27.1,0.35,4432,1,0,0,1,0,0,Tool Wear Failure
71.8,1561,26.0,0.19,173,0,0,0,0,0,0,Normal
73.4,1472,26.7,0.21,292,0,0,0,0,0,0,Normal
73.1,1441,28.0,0.27,297,0,0,0,0,0,0,Normal
72.7,1401,30.4,0.21,321,0,0,0,0,0,0,Normal
72.9,1691,25.2,0.17,300,0,0,0,0,0,0,Normal
71.7,1382,28.2,0.19,438,0,0,0,0,0,0,Normal
70.9,1355,29.2,0.12,414,0,0,0,0,0,0,Normal
74.3,1529,28.3,0.21,413,0,0,0,0,0,0,Normal
74.5,1829,22.5,0.26,544,0,0,0,0,0,0,Normal
75.7,1480,27.0,0.16,498,0,0,0,0,0,0,Normal
72.0,1475,28.9,0.22,551,0,0,0,0,0,0,Normal
74.2,1431,29.3,0.25,758,0,0,0,0,0,0,Normal
72.5,1437,24.7,0.26,722,0,0,0,0,0,0,Normal
74.7,1476,28.4,0.27,701,0,0,0,0,0,0,Normal
74.7,1490,26.7,0.15,797,0,0,0,0,0,0,Normal
73.4,1632,23.9,0.24,904,0,0,0,0,0,0,Normal
72.4,1402,27.1,0.16,1035,0,0,0,0,0,0,Normal
74.5,1347,29.1,0.19,933,0,0,0,0,0,0,Normal
74.3,1747,24.5,0.26,987,0,0,0,0,0,0,Normal
72.5,1557,25.9,0.23,1141,0,0,0,0,0,0,Normal
71.4,1371,30.3,0.26,1164,0,0,0,0,0,0,Normal
72.8,1506,25.7,0.19,1236,0,0,0,0,0,0,Normal
75.6,1590,26.2,0.29,1295,0,0,0,0,0,0,Normal
75.1,1336,29.4,0.26,1458,0,0,0,0,0,0,Normal
71.7,1411,26.4,0.27,1331,0,0,0,0,0,0,Normal
71.7,1704,24.0,0.2,1447,0,0,0,0,0,0,Normal
75.5,1723,25.0,0.29,1546,0,0,0,0,0,0,Normal
72.1,1459,26.9,0.23,1490,0,0,0,0,0,0,Normal
74.6,1572,26.1,0.22,1509,0,0,0,0,0,0,Normal
72.8,1384,32.0,0.27,1623,0,0,0,0,0,0,Normal
76.5,1383,29.1,0.27,1673,0,0,0,0,0,0,Normal
72.8,1360,29.5,0.21,1621,0,0,0,0,0,0,Normal
75.5,1596,26.1,0.33,1791,0,0,0,0,0,0,Normal
74.3,1448,29.9,0.32,1777,0,0,0,0,0,0,Normal
74.4,1443,26.2,0.27,1838,0,0,0,0,0,0,Normal
71.3,1492,26.9,0.27,1944,0,0,0,0,0,0,Normal
71.0,1497,27.6,0.27,1965,0,0,0,0,0,0,Normal
73.8,1530,26.9,0.19,1964,0,0,0,0,0,0,Normal
74.4,1478,28.3,0.26,1969,0,0,0,0,0,0,Normal
72.4,1328,31.1,0.26,2195,0,0,0,0,0,0,Normal
72.3,1771,27.5,0.24,2058,0,0,0,0,0,0,Normal
75.0,1564,25.3,0.25,2208,0,0,0,0,0,0,Normal
74.9,1461,26.6,0.17,2275,0,0,0,0,0,0,Normal
73.9,1335,31.1,0.22,2372,0,0,0,0,0,0,Normal
75.5,1441,27.7,0.31,2507,0,0,0,0,0,0,Normal
72.4,1268,30.6,0.34,2460,0,0,0,0,0,0,Normal
73.7,1697,23.5,0.23,2491,0,0,0,0,0,0,Normal
76.9,1421,28.6,0.28,2630,0,0,0,0,0,0,Normal
74.7,1496,26.8,0.32,2584,0,0,0,0,0,0,Normal
74.8,1375,29.6,0.26,2672,0,0,0,0,0,0,Normal
78.1,1295,30.0,0.3,2676,0,0,0,0,0,0,Normal
72.6,1643,23.9,0.28,2750,0,0,0,0,0,0,Normal
76.1,1514,25.7,0.33,2779,0,0,0,0,0,0,Normal
77.4,1671,24.8,0.23,2760,0,0,0,0,0,0,Normal
74.5,1355,29.4,0.24,2726,0,0,0,0,0,0,Normal
76.5,1365,27.3,0.3,2829,0,0,0,0,0,0,Normal
73.7,1407,27.1,0.29,2859,0,0,0,0,0,0,Normal
74.4,1455,28.8,0.28,2984,0,0,0,0,0,0,Normal
76.0,1502,29.4,0.31,2928,0,0,0,0,0,0,Normal
76.7,1471,28.8,0.25,3076,0,0,0,0,0,0,Normal
77.4,1581,25.8,0.24,3147,0,0,0,0,0,0,Normal
77.9,1530,27.2,0.27,3221,0,0,0,0,0,0,Normal
75.5,1312,30.2,0.28,3242,0,0,0,0,0,0,Normal
77.1,1494,27.1,0.28,3300,0,0,0,0,0,0,Normal
74.8,1528,23.1,0.35,3313,0,0,0,0,0,0,Normal
76.7,1688,25.0,0.33,3333,0,0,0,0,0,0,Normal
75.5,1520,26.4,0.32,3439,0,0,0,0,0,0,Normal
75.9,1664,24.1,0.31,3459,0,0,0,0,0,0,Normal
76.0,1514,27.5,0.29,3570,0,0,0,0,0,0,Normal
72.9,1456,29.4,0.27,3517,0,0,0,0,0,0,Normal
73.7,1494,27.0,0.26,3687,0,0,0,0,0,0,Normal
75.4,1605,25.7,0.28,3624,0,0,0,0,0,0,Normal
72.9,1353,27.8,0.31,3718,0,0,0,0,0,0,Normal
76.7,1447,28.9,0.27,3783,0,0,0,0,0,0,Normal
76.8,1588,27.1,0.32,3863,0,0,0,0,0,0,Normal
76.0,1524,28.2,0.31,3759,0,0,0,0,0,0,Normal
73.9,1611,25.2,0.3,3921,0,0,0,0,0,0,Normal
77.7,1604,25.9,0.37,4022,0,0,0,0,0,0,Normal
78.7,1483,27.9,0.22,4139,0,0,0,0,0,0,Normal
75.8,1543,26.7,0.31,4087,0,0,0,0,0,0,Normal
76.5,1323,27.0,0.23,4098,1,0,0,1,0,0,Tool Wear Failure
73.1,1555,25.3,0.21,301,0,0,0,0,0,0,Normal
73.5,1583,26.2,0.23,278,0,0,0,0,0,0,Normal
72.7,1584,25.9,0.15,345,0,0,0,0,0,0,Normal
72.9,1766,23.9,0.16,272,0,0,0,0,0,0,Normal
74.5,1498,28.8,0.14,397,0,0,0,0,0,0,Normal
76.7,1413,28.5,0.21,374,0,0,0,0,0,0,Normal
71.1,1505,26.5,0.19,400,0,0,0,0,0,0,Normal
73.3,1438,27.6,0.2,533,0,0,0,0,0,0,Normal
71.7,1655,24.8,0.2,631,0,0,0,0,0,0,Normal
75.9,1451,26.1,0.18,631,0,0,0,0,0,0,Normal
72.7,1466,28.0,0.26,784,0,0,0,0,0,0,Normal
71.3,1774,22.6,0.23,751,0,0,0,0,0,0,Normal
74.4,1284,29.9,0.17,794,0,0,0,0,0,0,Normal
75.9,1425,26.0,0.19,862,0,0,0,0,0,0,Normal
74.5,1437,30.7,0.19,890,0,0,0,0,0,0,Normal
73.9,1335,31.7,0.28,1004,0,0,0,0,0,0,Normal
74.0,1471,25.6,0.25,926,0,0,0,0,0,0,Normal
75.6,1364,28.6,0.22,978,0,0,0,0,0,0,Normal
72.2,1578,26.9,0.3,1013,0,0,0,0,0,0,Normal
73.3,1712,26.0,0.29,1205,0,0,0,0,0,0,Normal
72.9,1733,25.6,0.22,1132,0,0,0,0,0,0,Normal
72.0,1652,24.9,0.21,1148,0,0,0,0,0,0,Normal
73.3,1917,25.9,0.22,1210,0,0,0,0,0,0,Normal
75.5,1444,27.3,0.2,1305,0,0,0,0,0,0,Normal
74.7,1442,25.2,0.3,1353,0,0,0,0,0,0,Normal
74.8,1717,25.0,0.2,1329,0,0,0,0,0,0,Normal
74.3,1474,26.2,0.27,1394,0,0,0,0,0,0,Normal
74.9,1509,28.4,0.27,1379,0,0,0,0,0,0,Normal
73.1,1451,26.9,0.23,1497,0,0,0,0,0,0,Normal
73.9,1554,26.7,0.31,1592,0,0,0,0,0,0,Normal
74.5,1669,24.7,0.18,1537,0,0,0,0,0,0,Normal
74.5,1366,28.3,0.24,1636,0,0,0,0,0,0,Normal
74.6,1578,24.0,0.23,1613,0,0,0,0,0,0,Normal
73.9,1513,27.4,0.28,1625,0,0,0,0,0,0,Normal
73.4,1515,28.7,0.26,1771,0,0,0,0,0,0,Normal
78.9,1562,24.7,0.18,1911,0,0,0,0,0,0,Normal
75.7,1501,25.1,0.3,1859,0,0,0,0,0,0,Normal
75.0,1398,27.4,0.27,1849,0,0,0,0,0,0,Normal
74.1,1352,28.0,0.21,1909,0,0,0,0,0,0,Normal
73.8,1569,27.0,0.24,2060,0,0,0,0,0,0,Normal
74.2,1486,27.3,0.21,2075,0,0,0,0,0,0,Normal
74.9,1864,22.7,0.25,2116,0,0,0,0,0,0,Normal
71.8,1447,28.1,0.27,2189,0,0,0,0,0,0,Normal
72.2,1392,26.2,0.25,2260,0,0,0,0,0,0,Normal
73.6,1358,27.7,0.25,2310,0,0,0,0,0,0,Normal
75.1,1491,27.4,0.2,2401,0,0,0,0,0,0,Normal
74.4,1556,23.9,0.28,2427,0,0,0,0,0,0,Normal
77.0,1531,28.0,0.19,2411,0,0,0,0,0,0,Normal
72.6,1429,26.5,0.27,2437,0,0,0,0,0,0,Normal
74.0,1573,24.5,0.2,2553,0,0,0,0,0,0,Normal
77.4,1538,26.2,0.28,2560,0,0,0,0,0,0,Normal
75.3,1467,27.8,0.28,2677,0,0,0,0,0,0,Normal
76.3,1323,29.7,0.29,2656,0,0,0,0,0,0,Normal
78.2,1798,25.1,0.31,2786,0,0,0,0,0,0,Normal
73.9,1411,27.5,0.32,2904,0,0,0,0,0,0,Normal
74.7,1528,28.1,0.22,2884,0,0,0,0,0,0,Normal
74.4,1504,27.8,0.28,2906,0,0,0,0,0,0,Normal
71.9,1384,27.6,0.37,2906,0,0,0,0,0,0,Normal
74.2,1677,25.5,0.29,2966,0,0,0,0,0,0,Normal
76.2,1764,24.5,0.25,2951,0,0,0,0,0,0,Normal
75.8,1472,27.2,0.29,3073,0,0,0,0,0,0,Normal
75.9,1465,29.4,0.28,2996,0,0,0,0,0,0,Normal
74.6,1657,25.6,0.25,3208,0,0,0,0,0,0,Normal
74.3,1635,25.8,0.33,3253,0,0,0,0,0,0,Normal
77.3,1582,23.7,0.32,3259,0,0,0,0,0,0,Normal
74.7,1761,25.4,0.24,3285,0,0,0,0,0,0,Normal
76.1,1587,24.8,0.29,3349,0,0,0,0,0,0,Normal
75.8,1446,29.2,0.28,3299,0,0,0,0,0,0,Normal
77.8,1352,30.7,0.24,3485,0,0,0,0,0,0,Normal
77.1,1392,28.5,0.25,3493,0,0,0,0,0,0,Normal
73.9,1417,29.2,0.25,3634,0,0,0,0,0,0,Normal
74.1,1824,22.7,0.3,3616,0,0,0,0,0,0,Normal
76.8,1603,25.3,0.29,3702,0,0,0,0,0,0,Normal
75.9,1620,26.6,0.27,3749,0,0,0,0,0,0,Normal
75.3,1353,28.2,0.3,3718,0,0,0,0,0,0,Normal
77.5,1360,28.5,0.34,3782,0,0,0,0,0,0,Normal
76.0,1380,30.5,0.33,3849,0,0,0,0,0,0,Normal
76.0,1363,28.5,0.36,3866,0,0,0,0,0,0,Normal
76.9,1452,27.5,0.31,3909,0,0,0,0,0,0,Normal
75.2,1680,25.6,0.38,3980,0,0,0,0,0,0,Normal
78.2,1536,26.8,0.33,4035,0,0,0,0,0,0,Normal
71.8,1621,24.3,0.18,316,0,0,0,0,0,0,Normal
74.0,1585,25.9,0.2,222,0,0,0,0,0,0,Normal
75.4,1408,28.1,0.15,242,0,0,0,0,0,0,Normal
71.0,1536,27.2,0.19,325,0,0,0,0,0,0,Normal
72.7,1352,28.7,0.22,503,0,0,0,0,0,0,Normal
74.9,1481,27.7,0.23,544,0,0,0,0,0,0,Normal
75.2,1454,27.7,0.19,658,0,0,0,0,0,0,Normal
73.0,1349,28.1,0.32,601,0,0,0,0,0,0,Normal
72.2,1327,29.1,0.21,687,0,0,0,0,0,0,Normal
75.0,1552,27.0,0.15,660,0,0,0,0,0,0,Normal
75.4,1456,28.9,0.27,733,0,0,0,0,0,0,Normal
71.7,1254,27.7,0.24,732,0,0,0,0,0,0,Normal
71.7,1437,27.3,0.23,869,0,0,0,0,0,0,Normal
73.9,1694,25.9,0.2,885,0,0,0,0,0,0,Normal
74.3,1306,29.5,0.24,932,0,0,0,0,0,0,Normal
73.0,1699,26.7,0.29,917,0,0,0,0,0,0,Normal
74.5,1369,30.8,0.23,1058,0,0,0,0,0,0,Normal
72.4,1471,26.8,0.17,933,0,0,0,0,0,0,Normal
70.3,1410,28.7,0.12,1079,0,0,0,0,0,0,Normal
72.9,1412,29.5,0.24,1124,0,0,0,0,0,0,Normal
73.7,1418,30.6,0.19,1085,0,0,0,0,0,0,Normal
73.2,1782,25.2,0.23,1244,0,0,0,0,0,0,Normal
71.9,1497,27.2,0.2,1254,0,0,0,0,0,0,Normal
70.8,1459,26.5,0.2,1347,0,0,0,0,0,0,Normal
72.6,1796,23.0,0.21,1457,0,0,0,0,0,0,Normal
74.7,1569,24.9,0.21,1411,0,0,0,0,0,0,Normal
75.5,1469,26.6,0.27,1482,0,0,0,0,0,0,Normal
75.4,1472,28.6,0.26,1540,0,0,0,0,0,0,Normal
72.6,1475,28.1,0.19,1534,0,0,0,0,0,0,Normal
72.3,1488,27.6,0.2,1504,0,0,0,0,0,0,Normal
74.8,1524,26.3,0.26,1503,0,0,0,0,0,0,Normal
74.8,1486,29.7,0.29,1642,0,0,0,0,0,0,Normal
74.7,1255,30.4,0.29,1641,0,0,0,0,0,0,Normal
71.1,1469,26.2,0.21,1782,0,0,0,0,0,0,Normal
72.7,1692,27.5,0.29,1751,0,0,0,0,0,0,Normal
74.2,1604,26.7,0.18,1812,0,0,0,0,0,0,Normal
75.0,1446,28.7,0.24,1812,0,0,0,0,0,0,Normal
75.3,1503,27.6,0.27,1890,0,0,0,0,0,0,Normal
74.3,1625,26.0,0.17,1898,0,0,0,0,0,0,Normal
74.7,1574,26.3,0.34,1960,0,0,0,0,0,0,Normal
74.2,1378,26.5,0.31,2038,0,0,0,0,0,0,Normal
75.1,1693,24.5,0.29,2067,0,0,0,0,0,0,Normal
74.6,1462,31.1,0.22,2267,0,0,0,0,0,0,Normal
74.4,1435,32.5,0.26,2215,0,0,0,0,0,0,Normal
74.0,1425,29.6,0.3,2322,0,0,0,0,0,0,Normal
74.7,1376,30.0,0.22,2319,0,0,0,0,0,0,Normal
75.6,1481,28.2,0.26,2425,0,0,0,0,0,0,Normal
75.3,1349,27.9,0.31,2455,0,0,0,0,0,0,Normal
75.5,1551,26.2,0.21,2703,0,0,0,0,0,0,Normal
77.0,1623,25.2,0.29,2604,0,0,0,0,0,0,Normal
75.6,1462,31.0,0.21,2674,0,0,0,0,0,0,Normal
74.3,1447,32.1,0.24,2705,0,0,0,0,0,0,Normal
76.8,1799,24.7,0.26,2816,0,0,0,0,0,0,Normal
73.3,1548,26.3,0.3,2927,0,0,0,0,0,0,Normal
73.7,1485,29.4,0.26,2967,0,0,0,0,0,0,Normal
75.7,1463,28.6,0.29,2932,0,0,0,0,0,0,Normal
76.0,1587,24.0,0.26,2969,0,0,0,0,0,0,Normal
73.6,1469,28.0,0.27,3108,0,0,0,0,0,0,Normal
74.8,1430,26.7,0.34,3208,0,0,0,0,0,0,Normal
74.5,1726,23.6,0.25,3190,0,0,0,0,0,0,Normal
74.9,1651,25.6,0.33,3353,0,0,0,0,0,0,Normal
77.1,1529,26.7,0.3,3257,0,0,0,0,0,0,Normal
76.8,1473,28.1,0.28,3326,0,0,0,0,0,0,Normal
75.7,1324,29.5,0.25,3356,0,0,0,0,0,0,Normal
75.1,1708,22.9,0.26,3522,0,0,0,0,0,0,Normal
74.3,1540,28.2,0.27,3530,0,0,0,0,0,0,Normal
78.3,1320,28.8,0.3,3608,0,0,0,0,0,0,Normal
77.0,1376,25.8,0.33,3695,0,0,0,0,0,0,Normal
74.7,1542,26.1,0.3,3658,0,0,0,0,0,0,Normal
76.9,1506,26.7,0.3,3753,0,0,0,0,0,0,Normal
75.7,1492,29.1,0.31,3719,0,0,0,0,0,0,Normal
75.6,1564,26.8,0.33,3882,0,0,0,0,0,0,Normal
76.9,1645,25.8,0.34,3973,0,0,0,0,0,0,Normal
75.2,1348,30.9,0.26,4032,0,0,0,0,0,0,Normal
75.7,1325,31.5,0.31,4076,1,0,1,1,0,0,Overstrain Failure
73.7,1443,27.9,0.25,175,0,0,0,0,0,0,Normal
72.8,1436,26.0,0.15,168,0,0,0,0,0,0,Normal
74.6,1596,24.9,0.21,310,0,0,0,0,0,0,Normal
76.6,1491,28.7,0.2,371,0,0,0,0,0,0,Normal
72.5,1573,30.0,0.18,472,0,0,0,0,0,0,Normal
71.2,1575,25.7,0.27,408,0,0,0,0,0,0,Normal
70.7,1458,27.6,0.21,479,0,0,0,0,0,0,Normal
73.7,1433,26.7,0.27,559,0,0,0,0,0,0,Normal
72.8,1662,26.7,0.21,618,0,0,0,0,0,0,Normal
74.1,1327,30.2,0.23,567,0,0,0,0,0,0,Normal
74.1,1742,25.0,0.19,641,0,0,0,0,0,0,Normal
71.5,1506,24.3,0.19,667,0,0,0,0,0,0,Normal
71.5,1457,27.5,0.23,686,0,0,0,0,0,0,Normal
74.7,1488,26.4,0.23,843,0,0,0,0,0,0,Normal
74.5,1619,27.0,0.24,829,0,0,0,0,0,0,Normal
73.9,1558,26.2,0.24,860,0,0,0,0,0,0,Normal
72.1,1731,25.5,0.17,933,0,0,0,0,0,0,Normal
75.1,1574,26.0,0.19,962,0,0,0,0,0,0,Normal
76.2,1290,29.1,0.26,1005,0,0,0,0,0,0,Normal
74.6,1416,27.8,0.15,1016,0,0,0,0,0,0,Normal
73.0,1566,26.0,0.24,1227,0,0,0,0,0,0,Normal
74.5,1456,29.0,0.23,1158,0,0,0,0,0,0,Normal
72.4,1528,25.9,0.27,1178,0,0,0,0,0,0,Normal
76.2,1338,29.9,0.25,1258,0,0,0,0,0,0,Normal
74.8,1558,27.1,0.21,1427,0,0,0,0,0,0,Normal
72.1,1614,26.4,0.21,1335,0,0,0,0,0,0,Normal
74.3,1557,25.7,0.22,1469,0,0,0,0,0,0,Normal
75.9,1443,28.8,0.26,1516,0,0,0,0,0,0,Normal
74.7,1332,30.3,0.15,1578,0,0,0,0,0,0,Normal
74.9,1752,23.6,0.25,1707,0,0,0,0,0,0,Normal
73.3,1460,26.9,0.21,1632,0,0,0,0,0,0,Normal
76.1,1802,25.1,0.26,1730,0,0,0,0,0,0,Normal
74.3,1527,25.4,0.26,1858,0,0,0,0,0,0,Normal
72.0,1458,25.6,0.19,1855,0,0,0,0,0,0,Normal
74.7,1520,25.5,0.24,1899,0,0,0,0,0,0,Normal
76.8,1378,28.4,0.26,2019,0,0,0,0,0,0,Normal
74.8,1529,25.3,0.26,1977,0,0,0,0,0,0,Normal
78.0,1527,23.6,0.25,2131,0,0,0,0,0,0,Normal
76.1,1438,26.4,0.21,2157,0,0,0,0,0,0,Normal
75.7,1583,27.0,0.22,2185,0,0,0,0,0,0,Normal
74.8,1530,25.2,0.21,2234,0,0,0,0,0,0,Normal
74.9,1530,26.4,0.29,2307,0,0,0,0,0,0,Normal
74.5,2089,24.9,0.26,2276,0,0,0,0,0,0,Normal
74.5,1616,25.8,0.27,2396,0,0,0,0,0,0,Normal
76.0,1681,25.1,0.2,2488,0,0,0,0,0,0,Normal
73.6,1475,26.6,0.27,2490,0,0,0,0,0,0,Normal
73.3,1371,30.4,0.3,2485,0,0,0,0,0,0,Normal
73.2,1546,26.0,0.2,2650,0,0,0,0,0,0,Normal
77.8,1461,26.8,0.25,2602,0,0,0,0,0,0,Normal
75.8,1638,26.7,0.21,2755,0,0,0,0,0,0,Normal
75.5,1577,25.9,0.26,2702,0,0,0,0,0,0,Normal
73.3,1532,26.8,0.24,2834,0,0,0,0,0,0,Normal
75.7,1710,24.3,0.3,2791,0,0,0,0,0,0,Normal
74.8,1584,24.6,0.29,2891,0,0,0,0,0,0,Normal
75.3,1446,29.3,0.34,2902,0,0,0,0,0,0,Normal
73.8,1522,28.7,0.28,3065,0,0,0,0,0,0,Normal
75.5,1382,28.2,0.3,3054,0,0,0,0,0,0,Normal
74.7,1584,25.8,0.27,3066,0,0,0,0,0,0,Normal
74.0,1385,29.3,0.25,3164,0,0,0,0,0,0,Normal
76.5,1592,24.5,0.33,3224,0,0,0,0,0,0,Normal
72.9,1404,26.1,0.34,3234,0,0,0,0,0,0,Normal
76.0,1518,28.1,0.32,3252,0,0,0,0,0,0,Normal
76.0,1529,28.0,0.3,3382,0,0,0,0,0,0,Normal
73.7,1550,27.3,0.26,3431,0,0,0,0,0,0,Normal
73.6,1773,21.5,0.35,3324,0,0,0,0,0,0,Normal
74.9,1446,27.4,0.32,3400,0,0,0,0,0,0,Normal
75.7,1487,27.2,0.38,3474,0,0,0,0,0,0,Normal
75.1,1524,28.9,0.26,3513,0,0,0,0,0,0,Normal
75.7,1403,29.3,0.34,3622,0,0,0,0,0,0,Normal
77.5,2267,22.9,0.33,3726,0,0,0,0,0,0,Normal
74.1,1529,26.5,0.29,3653,0,0,0,0,0,0,Normal
72.4,1402,27.2,0.36,3808,0,0,0,0,0,0,Normal
76.4,1693,23.7,0.33,3693,0,0,0,0,0,0,Normal
77.7,1496,28.1,0.28,3828,0,0,0,0,0,0,Normal
75.4,1633,25.8,0.31,3813,0,0,0,0,0,0,Normal
73.4,1399,26.1,0.28,3905,0,0,0,0,0,0,Normal
74.7,1363,26.4,0.3,3831,0,0,0,0,0,0,Normal
73.4,1527,27.4,0.35,3911,0,0,0,0,0,0,Normal
76.1,1405,26.0,0.36,4094,0,0,0,0,0,0,Normal
73.4,1459,29.1,0.33,4096,1,0,1,0,1,0,Overstrain Failure
75.2,1789,23.6,0.29,4168,0,0,0,0,0,0,Normal
74.1,1531,26.8,0.34,4333,0,0,0,0,0,0,Normal
75.9,1620,25.3,0.36,4286,0,0,0,0,0,0,Normal
72.1,1571,26.1,0.12,245,0,0,0,0,0,0,Normal
73.0,1434,27.0,0.21,200,0,0,0,0,0,0,Normal
72.8,1474,26.9,0.19,209,0,0,0,0,0,0,Normal
71.1,1544,27.4,0.24,310,0,0,0,0,0,0,Normal
73.4,1601,25.8,0.22,296,0,0,0,0,0,0,Normal
72.6,1801,24.6,0.23,374,0,0,0,0,0,0,Normal
71.2,1465,28.2,0.19,459,0,0,0,0,0,0,Normal
76.2,1340,30.2,0.21,479,0,0,0,0,0,0,Normal
73.6,1517,28.4,0.25,558,0,0,0,0,0,0,Normal
72.7,1434,28.7,0.21,628,0,0,0,0,0,0,Normal
75.0,1935,23.2,0.22,596,0,0,0,0,0,0,Normal
75.7,1595,25.0,0.16,703,0,0,0,0,0,0,Normal
72.7,2188,22.2,0.22,698,0,0,0,0,0,0,Normal
73.7,1449,26.9,0.14,827,0,0,0,0,0,0,Normal
71.5,1471,26.6,0.2,939,0,0,0,0,0,0,Normal
72.6,1639,26.5,0.23,1014,0,0,0,0,0,0,Normal
72.6,1846,23.3,0.25,987,0,0,0,0,0,0,Normal
73.2,1452,26.6,0.19,1103,0,0,0,0,0,0,Normal
73.7,1483,26.6,0.24,1111,0,0,0,0,0,0,Normal
74.0,1284,31.1,0.29,1154,0,0,0,0,0,0,Normal
73.4,1419,28.3,0.21,1156,0,0,0,0,0,0,Normal
71.1,1763,24.0,0.17,1105,0,0,0,0,0,0,Normal
71.4,1478,26.8,0.24,1324,0,0,0,0,0,0,Normal
72.0,1518,26.7,0.19,1317,0,0,0,0,0,0,Normal
72.4,1447,28.6,0.2,1427,0,0,0,0,0,0,Normal
74.4,1355,29.4,0.27,1348,0,0,0,0,0,0,Normal
71.3,1348,30.6,0.31,1574,0,0,0,0,0,0,Normal
72.6,1348,29.2,0.2,1478,0,0,0,0,0,0,Normal
74.6,1734,25.7,0.21,1493,0,0,0,0,0,0,Normal
72.5,1420,27.2,0.23,1574,0,0,0,0,0,0,Normal
73.5,1797,23.8,0.22,1631,0,0,0,0,0,0,Normal
72.8,1403,26.5,0.32,1657,0,0,0,0,0,0,Normal
73.3,1628,24.7,0.23,1692,0,0,0,0,0,0,Normal
72.6,1687,23.4,0.23,1666,0,0,0,0,0,0,Normal
74.0,1456,28.7,0.32,1772,0,0,0,0,0,0,Normal
70.7,1496,28.6,0.28,1923,0,0,0,0,0,0,Normal
72.3,1636,25.9,0.29,1864,0,0,0,0,0,0,Normal
73.4,1536,27.1,0.22,1860,0,0,0,0,0,0,Normal
73.7,1454,28.1,0.23,1931,0,0,0,0,0,0,Normal
75.2,1396,28.1,0.22,2017,0,0,0,0,0,0,Normal
72.1,1575,28.0,0.29,2021,0,0,0,0,0,0,Normal
74.9,1514,27.6,0.31,2083,0,0,0,0,0,0,Normal
71.4,1455,29.0,0.24,2095,0,0,0,0,0,0,Normal
74.4,1549,28.0,0.25,2243,0,0,0,0,0,0,Normal
73.8,1474,28.8,0.25,2255,0,0,0,0,0,0,Normal
71.1,1661,25.2,0.2,2379,0,0,0,0,0,0,Normal
73.0,1535,26.2,0.24,2344,0,0,0,0,0,0,Normal
72.7,1556,26.6,0.3,2387,0,0,0,0,0,0,Normal
73.9,1435,27.1,0.24,2517,0,0,0,0,0,0,Normal
72.5,1332,29.9,0.28,2515,0,0,0,0,0,0,Normal
72.6,1513,27.9,0.22,2505,0,0,0,0,0,0,Normal
75.3,1502,26.8,0.27,2618,0,0,0,0,0,0,Normal
73.1,1315,29.8,0.25,2648,0,0,0,0,0,0,Normal
74.5,1261,28.4,0.23,2577,0,0,0,0,0,0,Normal
